priority,overall_score,company,city,state,biz_type,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,is_food,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.3,TREXCON INC.,Saint Joseph,Missouri,full-service restaurant,20,90,12210000,1,$20K+,No,No,Yes,5,3.5,5,3.0,http://www.trexcon.com,'+1 816-232-8494,"MO/KS territory; $12,210,000 rev"
HIGH,4.3,Thelma's Kitchen,Kansas City,Missouri,catering/food truck,14,28,,1,$10K-$20K,No,Yes,Yes,4.5,4.0,5,3.5,http://www.thelmaskitchen.org,'+1 816-298-9919,KC metro
HIGH,4.3,WheatFields Bakery Café,Lawrence,Kansas,bakery/cafe,20,50,11538000,1,$20K+,No,No,Yes,5,3.0,5,3.5,http://www.wheatfieldsbakery.com,'+1 785-841-5553,"MO/KS territory; $11,538,000 rev"
HIGH,4.3,"eNSYNC Solutions, Inc",Overland Park,Kansas,bar/brewery,12,42,16706000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.ensyncsolutions.com,'+1 816-416-7500,"KC metro; $16,706,000 rev"
HIGH,4.3,Moms Restaurant,Marceline,Missouri,full-service restaurant,18,81,30319000,1,$20K+,No,No,Yes,5,3.0,5,3.5,http://www.momschico.com,'+1 530-893-3447,"MO/KS territory; $30,319,000 rev"
HIGH,4.3,Campo Lindo,Lathrop,Missouri,full-service restaurant,43,194,,1,$20K+,No,No,Yes,5,3.5,5,3.0,http://www.campolindofarms.com,'+1 816-740-3625,MO/KS territory
HIGH,4.3,Lon Lane's Inspired Occasions,Kansas City,Missouri,full-service restaurant,38,171,31070000,1,$20K+,No,Yes,Yes,5,4.0,5,2.5,http://www.inspiredoccasionskc.com,'+1 816-444-8372,"KC metro; $31,070,000 rev"
HIGH,4.3,DO DROP INN,Lee's Summit,Missouri,full-service restaurant,29,130,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.dodropinnpueblo.com,'+1 719-542-0818,KC metro
HIGH,4.3,Mr. Dell Foods,Kearney,Missouri,food/bev general,23,46,32852000,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.lls.com,'+44 1780 471800,"KC metro; $32,852,000 rev"
HIGH,4.3,KC Cattle Company,Weston,Missouri,full-service restaurant,13,58,,1,$20K+,No,Yes,Yes,5,4.0,4,3.5,http://www.kccattlecompany.com,,KC metro
HIGH,4.3,Café Des Amis,Parkville,Missouri,bakery/cafe,38,95,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.cafedesamiskc.com,'+1 816-587-6767,KC metro
HIGH,4.3,Scratch Gourmet Kitchen,Prairie Village,Kansas,bar/brewery,17,60,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.scratchgourmet.com,'+1 913-766-6021,KC metro
HIGH,4.3,Complete Construction Service,Shawnee,Kansas,full-service restaurant,33,148,,1,$20K+,No,Yes,Yes,5,4.0,5,2.5,http://www.ccsconstructionservice.com,'+1 913-387-4796,KC metro
HIGH,4.3,Page Communications,Kansas City,Missouri,full-service restaurant,13,58,6074000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.pagecomms.com,'+1 816-531-7243,"KC metro; $6,074,000 rev"
HIGH,4.3,"Harmon Construction, Inc.",Olathe,Kansas,full-service restaurant,47,212,140000000,1,$20K+,No,Yes,Yes,5,4.0,5,2.5,http://www.harmonconst.com,'+1 913-962-5888,"KC metro; $140,000,000 rev"
HIGH,4.3,SubTech,Lee's Summit,Missouri,bar/brewery,19,66,7215000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.ifgsupplies.com,'+1 913-232-4471,"KC metro; $7,215,000 rev"
HIGH,4.3,The Mad Greek,Lawrence,Kansas,catering/food truck,17,34,,1,$10K-$20K,No,No,Yes,4.5,3.5,5,4.0,http://www.themadgreeklawrence.com,'+1 785-843-2441,MO/KS territory
HIGH,4.3,Pegah's Family Restaurant,Lenexa,Kansas,bar/brewery,22,77,280000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.pegahs.com,'+1 913-258-8766,"KC metro; $280,000 rev"
HIGH,4.3,Kansas City magazine,Overland Park,Kansas,full-service restaurant,37,166,,1,$20K+,No,Yes,Yes,5,4.0,5,2.5,http://www.kansascitymag.com,'+1 913-469-6700,KC metro
HIGH,4.3,KBP Bells,Overland Park,Kansas,full-service restaurant,16,72,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.kbpbells.com,'+1 913-356-6300,KC metro
HIGH,4.3,Tot Commercial Cleaning,Overland Park,Kansas,full-service restaurant,17,76,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.totcommercialcleaning.com,'+1 913-956-8037,KC metro
HIGH,4.3,"SOMBRERO'S MEXICAN CANTINA, LLC",Shawnee,Kansas,full-service restaurant,23,104,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.sombreroskc.com,'+1 913-441-6700,KC metro
HIGH,4.3,Urban Table,Prairie Village,Kansas,full-service restaurant,20,90,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.urbantablekc.com,'+1 913-948-6900,KC metro
HIGH,4.3,Bissinger's Handcrafted Chocolatier,St. Louis,Missouri,bakery/cafe,44,110,11000000,3,$20K+,No,No,Yes,5,3.0,5,3.5,http://www.bissingers.com,'+1 314-615-2400,"MO/KS territory; $11,000,000 rev; 3 locations"
HIGH,4.3,Hog Wild BBQ,Derby,Kansas,catering/food truck,32,64,13608000,3,$20K+,No,No,Yes,5,3.5,5,3.0,http://www.hogwildpitbbq.com,'+1 712-256-5421,"MO/KS territory; $13,608,000 rev; 3 locations"
HIGH,4.3,C3 | Creative Consumer Concepts,Overland Park,Kansas,full-service restaurant,42,189,5275000,1,$20K+,No,Yes,Yes,5,4.0,5,2.5,http://www.c3brandmarketing.com,'+1 913-491-6444,"KC metro; $5,275,000 rev"
HIGH,4.3,Frozen & Refrigerated Buyer,Olathe,Kansas,food distributor/grocer,12,21,25411000,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.frbuyer.com,'+1 913-481-5060,"KC metro; $25,411,000 rev"
HIGH,4.3,Dean Realty Co.,Kansas City,Missouri,bar/brewery,19,66,,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.deanrealty.com,'+1 816-531-0800,KC metro
HIGH,4.3,Tabco,Kansas City,Kansas,food/bev general,23,46,13428000,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.tabcoinc.com,'+1 913-287-3333,"KC metro; $13,428,000 rev"
HIGH,4.3,Rollstock™,Kansas City,Missouri,bar/brewery,21,74,40925000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.rollstock.com,'+1 800-954-6020,"KC metro; $40,925,000 rev"
HIGH,4.3,The Restaurant at 1900,Mission,Kansas,full-service restaurant,13,58,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.therestaurantat1900.com,'+1 913-730-1900,KC metro
HIGH,4.3,McGregor's Butcher and Bistro,Overland Park,Kansas,full-service restaurant,11,50,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.mcgregorsbutcherandbistro.com,'+1 913-766-0100,KC metro
HIGH,4.3,Essig Family McDonald's,Reeds,Missouri,full-service restaurant,29,130,,1,$20K+,No,No,Yes,5,3.0,5,3.5,http://www.essigmcd.com,'+1 816-903-5105,MO/KS territory
HIGH,4.3,Twisted Fresh,Kansas City,Missouri,catering/food truck,22,44,317000,1,$10K-$20K,No,Yes,Yes,4.5,4.0,5,3.5,http://www.twistedfresh.com,'+1 913-441-0444,"KC metro; $317,000 rev"
HIGH,4.3,Reconciliation Services,Kansas City,Missouri,bakery/cafe,38,95,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.rs3101.org,'+1 816-931-4751,KC metro
HIGH,4.3,Park Lanes Family Fun Center,Shawnee,Kansas,bar/brewery,21,74,9665000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.parklaneskc.com,'+1 913-248-1110,"KC metro; $9,665,000 rev"
HIGH,4.3,"Trimac Industrial Systems, LLC",Kansas City,Kansas,food/bev general,14,28,41966000,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.trimacsystems.com,'+1 913-441-0043,"KC metro; $41,966,000 rev"
HIGH,4.3,Olive Cafe,Kansas City,Missouri,bakery/cafe,46,115,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.olivecafe.biz,'+1 858-488-1224,KC metro
HIGH,4.3,Guaranteed Foods Inc,Shawnee,Kansas,food manufacturing,11,19,9221000,1,$20K+,No,Yes,Yes,5,3.0,5,3.5,http://www.guaranteedfoods.com,'+1 913-888-5000,"KC metro; $9,221,000 rev"
HIGH,4.3,Smokehouse BBQ KC,Independence,Missouri,bar/brewery,31,108,,6,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.smokehousebbq.com,'+1 816-587-3337,KC metro; 6 locations
HIGH,4.3,Olive Events + Catering,Kansas City,Kansas,bar/brewery,20,70,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.oliveeventscatering.com,'+1 913-721-3399,KC metro
HIGH,4.3,Paragon Star,Lee's Summit,Missouri,full-service restaurant,15,68,15312000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.paragonstar.com,'+1 888-382-2831,"KC metro; $15,312,000 rev"
HIGH,4.3,Frontier Steakhouse,Kansas City,Kansas,full-service restaurant,13,58,,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.frontiertampasteakhouse.com,'+1 813-621-3050,KC metro
HIGH,4.3,"WESTAR FOODS, INC.",Overland Park,Kansas,full-service restaurant,26,117,8204000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.westarfoods.com,'+1 913-648-2148,"KC metro; $8,204,000 rev"
HIGH,4.3,Paulo and Bill,Shawnee,Kansas,full-service restaurant,12,54,17369000,1,$20K+,No,Yes,Yes,5,3.5,5,3.0,http://www.pauloandbill.com,'+1 913-962-9900,"KC metro; $17,369,000 rev"
HIGH,4.2,"The Williams-Carver Company, Inc.",Kansas City,Kansas,food/bev general,13,26,5000000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.williamscarver.com,'+1 913-236-4949,"KC metro; $5,000,000 rev"
HIGH,4.2,Rainy Day Books,Fairway,Kansas,food/bev general,22,44,14113000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.rainydaybooks.com,'+1 913-384-3126,"KC metro; $14,113,000 rev"
HIGH,4.2,Food Link USA,Overland Park,Kansas,food/bev general,16,32,26826000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.foodlinkusa.com,'+1 913-851-2985,"KC metro; $26,826,000 rev"
HIGH,4.2,Outlaw Cigar Company Inc,Kansas City,Missouri,bar/brewery,14,49,7112000,3,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.outlawcigar.com,'+1 913-814-9000,"KC metro; $7,112,000 rev; 3 locations"
HIGH,4.2,Operation BBQ Relief,Peculiar,Missouri,full-service restaurant,46,207,1892000,1,$20K+,No,No,Yes,5,3.5,5,2.5,http://www.operationbbqrelief.org,'+1 844-627-7353,"MO/KS territory; $1,892,000 rev"
HIGH,4.2,Apex Restaurant and Market Solutions Inc.,Kansas City,Missouri,full-service restaurant,17,76,,1,$20K+,No,Yes,Yes,5,4.0,4,3.0,,'+1 507-332-1989,KC metro
HIGH,4.2,Just Like You Films,Kansas City,Missouri,food/bev general,13,26,7579000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.justlikeyoufilms.org,'+1 913-240-4269,"KC metro; $7,579,000 rev"
HIGH,4.2,Martinous Produce Inc,Pittsburg,Kansas,food/bev general,13,26,8000000,1,$20K+,No,No,Yes,5,2.5,5,3.5,http://www.martinousproduce.com,'+1 800-776-7854,"MO/KS territory; $8,000,000 rev"
HIGH,4.2,Timber Creek Bar & Grill,Louisburg,Kansas,bar/brewery,18,63,,3,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.timbercreeklouisburg.com,'+1 913-837-2600,KC metro; 3 locations
HIGH,4.2,"Tiger Cool Express, LLC",Overland Park,Kansas,food/bev general,17,34,9349000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.tigercoolexpress.com,'+1 913-305-3510,"KC metro; $9,349,000 rev"
HIGH,4.2,bluetree casework,Saint Joseph,Missouri,full-service restaurant,15,68,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.gobluetree.com,'+1 816-232-3060,MO/KS territory
HIGH,4.2,Wein- und Sektkellerei Josef Drathen GmbH & Co. KG,Overland Park,Kansas,bar/brewery,11,38,,1,$10K-$20K,No,Yes,Yes,4.5,3.5,5,3.5,http://www.josef-drathen.de,'+49 6542 7000,KC metro
HIGH,4.2,The Museum of Art + Light,Manhattan,Kansas,full-service restaurant,20,90,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.artlightmuseum.org,'+1 785-775-5444,MO/KS territory
HIGH,4.2,Kaffe Haus,Higginsville,Missouri,full-service restaurant,14,63,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.kaffehaus.com,787-413-8413,MO/KS territory
HIGH,4.2,Brew Haha Coffeehouse,Overland Park,Kansas,bar/brewery,22,77,,1,$20K+,No,Yes,Yes,5,3.5,4,3.5,http://www.brewhahacoffeehouse.com,'+1 913-904-2099,KC metro
HIGH,4.2,"Healthy Meals, INC.",Riverside,Missouri,food manufacturing,14,24,6644000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.healthymealsinc.com,'+1 816-587-6325,"KC metro; $6,644,000 rev"
HIGH,4.2,"IodiTech, Inc.",Kansas City,Missouri,food/bev general,20,40,9260000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.ioditech.com,'+1 816-421-0366,"KC metro; $9,260,000 rev"
HIGH,4.2,"DanCo Systems, Inc.",Shawnee,Kansas,food/bev general,12,24,21095000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.dancosystems.com,'+1 913-962-0600,"KC metro; $21,095,000 rev"
HIGH,4.2,"Klover Architects, Inc.",Lenexa,Kansas,full-service restaurant,36,162,17018000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.klover.net,'+1 913-649-8181,"KC metro; $17,018,000 rev"
HIGH,4.2,Kain McArthur,Olathe,Kansas,food/bev general,18,36,28922000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.kainmcarthur.com,'+1 913-829-3700,"KC metro; $28,922,000 rev"
HIGH,4.2,Morgans Restaurant,Odessa,Missouri,full-service restaurant,15,68,5733000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.morgansrest.net,'+1 610-769-4100,"MO/KS territory; $5,733,000 rev"
HIGH,4.2,ERINS PUB,Independence,Missouri,bar/brewery,17,60,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.erinpubnorwood.com,'+1 610-461-0991,KC metro
HIGH,4.2,The Fontaine Hotel,Kansas City,Missouri,bar/brewery,29,102,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.thefontainehotel.com,'+1 816-753-8800,KC metro
HIGH,4.2,One Egg Group,Manhattan,Kansas,catering/food truck,18,36,,1,$10K-$20K,No,No,Yes,4.5,3.5,5,3.5,http://www.one-egg.com,'+1 785-537-1396,MO/KS territory
HIGH,4.2,Burch Food Services,Sikeston,Missouri,full-service restaurant,40,180,13386000,1,$20K+,No,No,Yes,5,3.5,5,2.5,http://www.burchfood.com,'+1 731-627-0280,"MO/KS territory; $13,386,000 rev"
HIGH,4.2,Prenger Foods,Bucklin,Missouri,bakery/cafe,33,82,12594000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.prengerfoods.com,'+1 660-258-2653,"MO/KS territory; $12,594,000 rev"
HIGH,4.2,Grandma's Catering,Kansas City,Missouri,food/bev general,12,24,7324000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.grandmascatering.com,'+1 913-327-8663,"KC metro; $7,324,000 rev"
HIGH,4.2,Feature Impact,Mission,Kansas,food/bev general,18,36,45780000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.familyfeatures.com,'+1 888-824-3337,"KC metro; $45,780,000 rev"
HIGH,4.2,Reardon Machine,Saint Joseph,Missouri,food manufacturing,11,19,17774000,1,$20K+,No,No,Yes,5,2.5,5,3.5,http://www.reardonmachine.com,'+1 816-279-0906,"MO/KS territory; $17,774,000 rev"
HIGH,4.2,Custom Control Mfr.,Overland Park,Kansas,food manufacturing,23,40,16045000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.customcontrolmfr.com,'+1 913-722-0343,"KC metro; $16,045,000 rev"
HIGH,4.2,Maceli's Catering & Events,Lawrence,Kansas,catering/food truck,16,32,,1,$10K-$20K,No,No,Yes,4.5,3.5,5,3.5,http://www.macelis.com,'+1 785-331-2096,MO/KS territory
HIGH,4.2,Powercat Sports Grill,Manhattan,Kansas,bar/brewery,24,84,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.powercatsportsgrill.com,'+1 785-320-4662,MO/KS territory
HIGH,4.2,Kansas City Barbeque Society,Kansas City,Missouri,full-service restaurant,44,198,5564000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.kcbs.us,'+1 800-963-5227,"KC metro; $5,564,000 rev"
HIGH,4.2,Trattoria Marcella,St. Louis,Missouri,full-service restaurant,12,54,21191000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.trattoriamarcella.com,'+1 314-352-7706,"MO/KS territory; $21,191,000 rev"
HIGH,4.2,"LOUIE'S WINE DIVE KC, LLC",Kansas City,Missouri,full-service restaurant,34,153,3700000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.louieswinedive.com,'+1 913-469-4177,"KC metro; $3,700,000 rev"
HIGH,4.2,"MC Power Companies, Inc.",Lee's Summit,Missouri,food/bev general,27,54,10000000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.mcpower.com,'+1 816-251-4700,"KC metro; $10,000,000 rev"
HIGH,4.2,MSI GuaranteedWeather,Overland Park,Kansas,food/bev general,19,38,12833000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.guaranteedweather.com,'+1 844-864-8381,"KC metro; $12,833,000 rev"
HIGH,4.2,"Olive Tree, LLC",Overland Park,Kansas,bar/brewery,31,108,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.olivetreekc.com,'+1 913-338-2700,KC metro
HIGH,4.2,Missouri Organic Recycling,Kansas City,Missouri,food/bev general,26,52,5000000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.missouriorganic.com,'+1 816-483-0908,"KC metro; $5,000,000 rev"
HIGH,4.2,"Show Me Ethanol, LLC",Carrollton,Missouri,bar/brewery,26,91,9699000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.smealcohol.com,'+1 660-542-6493,"MO/KS territory; $9,699,000 rev"
HIGH,4.2,Brewlab,Overland Park,Kansas,bar/brewery,25,88,6589000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.brewlabkc.com,'+1 913-400-2343,"KC metro; $6,589,000 rev"
HIGH,4.2,T-Shotz,Kansas City,Missouri,bar/brewery,22,77,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.tshotz.com,'+1 816-702-1320,KC metro
HIGH,4.2,"Cyrus Hotel, Tribute Portfolio",Topeka,Kansas,full-service restaurant,15,68,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.cyrushotel.com,'+1 785-596-0500,MO/KS territory
HIGH,4.2,BRKTHROUGH,Overland Park,Kansas,bar/brewery,30,105,,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.brkthrough.com,'+1 913-948-5800,KC metro
HIGH,4.2,The Merc Co+op,Lawrence,Kansas,bakery/cafe,34,85,6215000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.themerc.coop,'+1 785-843-8544,"MO/KS territory; $6,215,000 rev"
HIGH,4.2,Silo Modern Farmhouse,Lenexa,Kansas,full-service restaurant,26,117,,1,$20K+,No,Yes,Yes,5,4.0,4,3.0,http://www.silocanyonfarms.com,'+1 913-278-0910,KC metro
HIGH,4.2,"NCES, Inc",Olathe,Kansas,food/bev general,24,48,11959000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.ncescatalog.com,'+1 877-623-7266,"KC metro; $11,959,000 rev"
HIGH,4.2,The Majestic Restaurant,Kansas City,Missouri,bar/brewery,28,98,6650000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.majestickc.com,'+1 816-221-1888,"KC metro; $6,650,000 rev"
HIGH,4.2,Falcon Lakes Golf Club,Basehor,Kansas,bar/brewery,30,105,2297000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.falconlakesgolf.com,'+1 913-724-4653,"KC metro; $2,297,000 rev"
HIGH,4.2,Golden Boy Pies Inc,Overland Park,Kansas,bakery/cafe,12,30,,2,$10K-$20K,No,Yes,Yes,4.0,4.0,5,4.0,http://www.goldenboypies.com,'+1 913-384-6460,KC metro; 2 locations
HIGH,4.2,TW Automation LC,Lenexa,Kansas,food/bev general,11,22,11400000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.tw-automation.com,'+1 913-303-9700,"KC metro; $11,400,000 rev"
HIGH,4.2,Pack Leader USA,Grandview,Missouri,food/bev general,18,36,9000000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.packleaderusa.com,'+1 816-581-4330,"KC metro; $9,000,000 rev"
HIGH,4.2,Kissner USA Holdings,Overland Park,Kansas,food/bev general,48,96,123000000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.kissner.com,'+1 800-434-8248,"KC metro; $123,000,000 rev"
HIGH,4.2,Express Scale Parts,Lenexa,Kansas,food/bev general,14,28,6533000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.espmfg.com,'+1 913-441-4787,"KC metro; $6,533,000 rev"
HIGH,4.2,Cross-Lines Community Outreach,Kansas City,Kansas,food/bev general,23,46,29073000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.cross-lines.org,'+1 913-281-3388,"KC metro; $29,073,000 rev"
HIGH,4.2,Lawrence Beer Company,Lawrence,Kansas,bar/brewery,27,94,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.lawrencebeerco.com,'+1 785-856-0453,MO/KS territory
HIGH,4.2,Blade & Timber Axe Throwing,Kansas City,Missouri,bar/brewery,25,88,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.bladeandtimber.com,'+1 816-343-8489,KC metro
HIGH,4.2,Smith Electric Vehicles,Kansas City,Missouri,food/bev general,34,68,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.smithev.com,'+1 816-464-0508,KC metro
HIGH,4.2,Nautical Manufacturing and Fulfillment,Lenexa,Kansas,food/bev general,37,74,7200000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.nautical-direct.com,'+1 913-261-9491,"KC metro; $7,200,000 rev"
HIGH,4.2,Topsy's Popcorn,Kansas City,Missouri,food/bev general,20,40,14697000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.topsyspopcorn.com,'+1 816-523-5555,"KC metro; $14,697,000 rev"
HIGH,4.2,Submarina California Subs,Topeka,Kansas,full-service restaurant,24,108,5152000,1,$20K+,No,No,Yes,5,3.5,4,3.5,http://www.submarina.com,'+1 760-471-3377,"MO/KS territory; $5,152,000 rev"
HIGH,4.2,Chateau Avalon Hotel Spa and Bar,Kansas City,Kansas,bar/brewery,27,94,6736000,2,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.chateauavalonhotel.com,'+1 913-596-6000,"KC metro; $6,736,000 rev; 2 locations"
HIGH,4.2,Midwest Cabinet Company,Ottawa,Kansas,full-service restaurant,38,171,5327000,1,$20K+,No,No,Yes,5,3.5,5,2.5,http://www.midwestcabinet.com,'+1 785-242-8181,"MO/KS territory; $5,327,000 rev"
HIGH,4.2,Pizza 51,Kansas City,Missouri,full-service restaurant,18,81,8426000,2,$20K+,No,Yes,No,5,3.0,5,3.0,http://www.pizza51.com,'+1 816-531-1151,"KC metro; $8,426,000 rev; 2 locations"
HIGH,4.2,Paradise Locker Meats,Trimble,Missouri,food/bev general,16,32,265000000,1,$20K+,No,No,Yes,5,2.5,5,3.5,http://www.paradisemeats.com,'+1 816-370-6328,"MO/KS territory; $265,000,000 rev"
HIGH,4.2,So Long Saloon,Manhattan,Kansas,bar/brewery,20,70,,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.solongsaloon.com,'+1 785-537-9292,MO/KS territory
HIGH,4.2,Wilson Transportation Inc,Overland Park,Kansas,food/bev general,26,52,,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.wilsontransportation.com,'+1 913-851-7900,KC metro
HIGH,4.2,Scan American Corporation,Kansas City,Missouri,food manufacturing,18,32,13004000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.scanamcorp.com,'+1 816-880-9321,"KC metro; $13,004,000 rev"
HIGH,4.2,Baird Realty Group,Lee's Summit,Missouri,food/bev general,16,32,16980000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.bairdrealtygrp.com,'+1 816-524-1923,"KC metro; $16,980,000 rev"
HIGH,4.2,Austins Bar & Grill Olathe & Gardner KS,Olathe,Kansas,bar/brewery,45,158,,2,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.austinsbarandgrill.com,'+1 913-322-2337,KC metro; 2 locations
HIGH,4.2,"JOE'S KANSAS CITY BAR-B-QUE, INC.",Kansas City,Kansas,bar/brewery,36,126,,4,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.joeskc.com,'+1 913-722-3366,KC metro; 4 locations
HIGH,4.2,PowerPlay Entertainment Center,Kansas City,Missouri,bar/brewery,35,122,1075000,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.powerplaykc.com,'+1 816-423-4447,"KC metro; $1,075,000 rev"
HIGH,4.2,A Little BBQ Joint,Independence,Missouri,full-service restaurant,12,54,,1,$20K+,No,Yes,No,5,2.5,5,3.5,http://www.alittlebarbqjoint.com,'+1 816-252-2275,KC metro
HIGH,4.2,Brass Rail Sports Bar & Grill,Kansas City,Missouri,bar/brewery,33,116,,1,$20K+,No,Yes,Yes,5,3.5,5,2.5,http://www.brassrailkc.com,'+1 816-468-6100,KC metro
HIGH,4.2,Spectragraphics Inc.,Lenexa,Kansas,food/bev general,25,50,4417000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.spectragraphics.com,'+1 913-888-6828,"KC metro; $4,417,000 rev"
HIGH,4.2,Great Day Moving,Kansas City,Missouri,food/bev general,17,34,4780000,4,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.greatdaymoving.com,'+1 877-541-1015,"KC metro; $4,780,000 rev; 4 locations"
HIGH,4.2,CUI Solutions,North Kansas City,Missouri,food/bev general,19,38,17165000,1,$20K+,No,Yes,Yes,5,2.5,5,3.5,http://www.cuisolutions.com,'+1 816-471-3602,"KC metro; $17,165,000 rev"
HIGH,4.2,Hangar Cinema,Maryville,Missouri,full-service restaurant,14,63,10759000,1,$20K+,No,No,Yes,5,3.0,5,3.0,http://www.hangar1.com,'+1 660-582-7100,"MO/KS territory; $10,759,000 rev"
HIGH,4.2,Westport Flea Market,Kansas City,Missouri,bar/brewery,15,52,1231000,1,$20K+,No,Yes,Yes,5,3.0,5,3.0,http://www.westportfleamarket.com,'+1 816-931-1986,"KC metro; $1,231,000 rev"
