priority,overall_score,tier,company,city,state,segment,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.3,Tier 1 — Big Bet,CJC Transport,Berkeley,Missouri,Transport/Logistics,44,55,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.cjctransport.com,'+1 314-865-2600,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,CMW LLC,Wichita,Kansas,Construction,39,68,7477000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.cenmech.com,'+1 316-267-7676,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,"CMT,LLC",St. Louis,Missouri,Construction,31,77,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.cmtconstructiongroup.com,'+1 314-441-5040,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"CM3, Inc.",Wichita,Kansas,Construction,32,80,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.cm3mechanical.com,'+1 316-262-1230,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,CB Construction Services,Paola,Kansas,Construction,22,55,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.cbcsllc.com,'+1 913-294-8190,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,CFM Logistics,Maryland Heights,Missouri,Transport/Logistics,36,45,21653000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.cfmlogistics.com,'+1 314-737-4300,Subtype: fleet_and_warehouse; Revenue $21.7M
HIGH,4.3,Tier 1 — Big Bet,BulkLoads,Springfield,Missouri,Transport/Logistics,31,38,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.bulkloads.com,'+1 800-518-9240,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,SFP Landscaping Inc,St. Louis,Missouri,Construction,28,70,7441000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.sfplandscapinginc.com,'+1 314-544-4436,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Interface Construction Corporation,Berkeley,Missouri,Construction,41,102,27227000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.interfaceconstruction.com,'+1 314-522-1011,Subtype: gc_with_subs; Revenue $27.2M
HIGH,4.3,Tier 1 — Big Bet,INDUSTRIAL CONSTRUCTION AND ENGINEERING CO.,St. Peters,Missouri,Construction,34,85,29613000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.ic-e.net,'+1 636-970-1650,Subtype: gc_with_subs; Revenue $29.6M
HIGH,4.3,Tier 1 — Big Bet,"Ross Construction Group, LLC",Springfield,Missouri,Construction,35,87,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.rosscgllc.com,'+1 417-429-1417,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Doug Bradley Trucking Inc,Salina,Kansas,Transport/Logistics,27,33,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.dougbradleytrucking.com,'+1 800-348-1955,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Direct Freight Services,Chillicothe,Missouri,Transport/Logistics,50,62,7385000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.directfreight.com,'+1 660-707-0012,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Dino's Logistics,St. Louis,Missouri,Transport/Logistics,39,48,18991000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.dinoslogistics.com,'+1 800-771-7805,Subtype: fleet_and_warehouse; Revenue $19.0M
HIGH,4.3,Tier 1 — Big Bet,Day Transfer Co. Inc,Cape Girardeau,Missouri,Transport/Logistics,23,28,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.daytransferco.com,'+1 334-613-7881,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,"DALTON LOGISTICS, INC.",Earth City,Missouri,Transport/Logistics,25,31,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.daltonlogistics.com,'+1 800-753-3658,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,"Burdg, Dunham & Associates Construction",Hamilton,Missouri,Construction,44,110,38988000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.burdg-dunham.com,'+1 816-583-2123,Subtype: gc_with_subs; Revenue $39.0M
HIGH,4.3,Tier 1 — Big Bet,"Brockmiller Construction, Inc.",Farmington,Missouri,Construction,20,50,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.brockmillerconstruction.com,'+1 573-756-2516,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Broad Building Supply Company,Columbia,Missouri,Construction,27,47,,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.broadbuildingsupply.net,'+1 800-537-1999,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,Rock Hill Mechanical Corporation,St. Louis,Missouri,Construction,27,67,77350000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.rhmcorp.com,'+1 314-966-0600,Subtype: gc_with_subs; Revenue $77.3M
HIGH,4.3,Tier 1 — Big Bet,Roanoke Construction,St. Louis,Missouri,Construction,21,52,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.roanoke-construction.com,'+1 314-382-7717,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Risen Mechanical LLC,Dexter,Missouri,Construction,24,60,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.risenmechanical.com,'+1 573-624-1418,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Rich Kramer Construction,Springfield,Missouri,Construction,23,57,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.richkramer.com,'+1 417-865-5959,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Jade Mountain,Kansas City,Missouri,Construction,15,37,18148000.0,,$30K-$80K+,False,True,5,4.0,4,3.5,http://www.jademountainbuilders.com,,Subtype: gc_with_subs; KC metro; Revenue $18.1M
HIGH,4.3,Tier 1 — Big Bet,JOHN J. SMITH MASONRY COMPANY,St. Louis,Missouri,Construction,21,52,20310000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.smithmasonry.com,'+1 314-894-9500,Subtype: gc_with_subs; Revenue $20.3M
HIGH,4.3,Tier 1 — Big Bet,"JAY HENGES ENTERPRISES, INC",Earth City,Missouri,Construction,29,72,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.jayhengesenterprises.com,'+1 314-291-6600,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,J.S. Robinson Fine Homes,Lenexa,Kansas,Construction,8,20,14561000.0,,$30K-$80K+,False,True,5,4.0,4,3.5,http://www.jsrobinson.com,,Subtype: gc_with_subs; KC metro; Revenue $14.6M
HIGH,4.3,Tier 1 — Big Bet,Rhodey Construction Inc.,St. Louis,Missouri,Construction,39,97,13332000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.rhodeyconstruction.com,'+1 314-521-0022,Subtype: gc_with_subs; Revenue $13.3M
HIGH,4.3,Tier 1 — Big Bet,"Regents Flooring Co., Inc.",Lenexa,Kansas,Construction,13,22,12061000.0,,$20K-$40K,False,True,5,4.0,4,3.5,http://www.regentsflooring.com,'+1 913-663-9922,Subtype: artisan_trade; KC metro; Revenue $12.1M
HIGH,4.3,Tier 1 — Big Bet,JED Transportation,Hazelwood,Missouri,Transport/Logistics,30,37,19891000.0,2.0,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.jedlimousine.com,'+1 314-429-2200,Subtype: fleet_and_warehouse; 2 locations; Revenue $19.9M
HIGH,4.3,Tier 1 — Big Bet,Brda Electric,Fenton,Missouri,Construction,25,62,78381000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.brdaelectric.com,'+1 636-343-0564,Subtype: gc_with_subs; Revenue $78.4M
HIGH,4.3,Tier 1 — Big Bet,"Brahms Construction, LLC",St. Louis,Missouri,Construction,35,87,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.brahmsconstruction.com,'+1 314-884-2003,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"Boulder Construction, LLC",Cape Girardeau,Missouri,Construction,28,70,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.boulderconstructionllc.com,'+1 573-332-1182,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Hazzard Moving & Storage,St. Louis,Missouri,Transport/Logistics,16,20,19160000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.hazzardmoving.com,'+1 314-535-9300,Subtype: fleet_and_warehouse; Revenue $19.2M
HIGH,4.3,Tier 1 — Big Bet,HDA Truck Pride,Hazelwood,Missouri,Transport/Logistics,48,60,18237000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.hdatruckpride.com,'+1 314-291-3345,Subtype: fleet_and_warehouse; Revenue $18.2M
HIGH,4.3,Tier 1 — Big Bet,RJP Electric,St. Louis,Missouri,Construction,44,110,14099000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.rjpelectric.com,'+1 314-781-2400,Subtype: gc_with_subs; Revenue $14.1M
HIGH,4.3,Tier 1 — Big Bet,"R.G. Ross Construction Co., Inc.",St. Louis,Missouri,Construction,17,42,30909000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.rgross.com,'+1 314-638-9255,Subtype: gc_with_subs; Revenue $30.9M
HIGH,4.3,Tier 1 — Big Bet,R.F. Meeh Company,Fenton,Missouri,Construction,24,60,33066000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.rfmeeh.com,'+1 636-349-4990,Subtype: gc_with_subs; Revenue $33.1M
HIGH,4.3,Tier 1 — Big Bet,R. E. Smith Construction,Joplin,Missouri,Construction,17,42,32609000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.resmithconst.com,'+1 417-623-4545,Subtype: gc_with_subs; Revenue $32.6M
HIGH,4.3,Tier 1 — Big Bet,KBUILD,St. Peters,Missouri,Construction,31,77,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.kbuildit.com,'+1 636-362-2015,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"K&S Associates, LLC. - St.Louis",Saint Louis,Missouri,Construction,17,42,13108000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.ksgcstl.com,'+1 314-647-3535,Subtype: gc_with_subs; Revenue $13.1M
HIGH,4.3,Tier 1 — Big Bet,John Bender Incorporated,St. Louis,Missouri,Construction,31,77,18771000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.jbender.com,'+1 314-426-3736,Subtype: gc_with_subs; Revenue $18.8M
HIGH,4.3,Tier 1 — Big Bet,Jerry Kelly Heating and Air Conditioning,St. Peters,Missouri,Construction,45,78,10222000.0,2.0,$20K-$40K,False,False,5,3.5,5,3.0,http://www.jerrykelly.com,'+1 636-946-4313,Subtype: artisan_trade; 2 locations; Revenue $10.2M
HIGH,4.3,Tier 1 — Big Bet,Prost Builders,Jefferson City,Missouri,Construction,20,50,16661000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.prostbuilders.com,'+1 573-635-0211,Subtype: gc_with_subs; Revenue $16.7M
HIGH,4.3,Tier 1 — Big Bet,"Pro-Mechanical, LLC",Oak Grove,Missouri,Construction,18,31,,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.promechanicalllc.com,'+1 816-743-4800,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,Pro Outdoor,Lake Saint Louis,Missouri,Construction,38,66,24494000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.prooutdoor.com,'+1 636-458-5565,Subtype: artisan_trade; Revenue $24.5M
HIGH,4.3,Tier 1 — Big Bet,McGuire Moving & Storage,Saint Louis,Missouri,Transport/Logistics,17,21,12964000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.mcguiremoving.com,'+1 314-241-0600,Subtype: fleet_and_warehouse; Revenue $13.0M
HIGH,4.3,Tier 1 — Big Bet,McClain & Associates Logistics & Warehousing,Maryland Heights,Missouri,Transport/Logistics,21,26,3798000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.mcclainltd.com,'+1 636-896-0085,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Bingman Construction Company,St. Louis,Missouri,Construction,37,92,56573000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.bingmancc.com,'+1 636-579-1379,Subtype: gc_with_subs; Revenue $56.6M
HIGH,4.3,Tier 1 — Big Bet,LogEx,Strafford,Missouri,Transport/Logistics,24,30,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.logexinc.com,'+1 417-222-3323,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Leggett & Platt Logistics,Carthage,Missouri,Transport/Logistics,35,43,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.leggettlogistics.com,'+1 844-534-4388,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Leadfoot Express,Wichita,Kansas,Transport/Logistics,34,42,94000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.leadfootexpress.com,'+1 316-540-9991,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,JTA PRO,Wichita,Kansas,Transport/Logistics,28,35,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.jtapro.com,'+1 316-500-7011,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Pro Concrete Design,Riverside,Missouri,Construction,16,28,,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.proconcretedesign.com,'+1 816-356-6440,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,"Kendall Construction, Inc.",Topeka,Kansas,Construction,28,70,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.trustkendall.com,'+1 785-246-2295,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"Kansas Electric, Inc",Newton,Kansas,Construction,47,82,,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.kansaselectric.com,'+1 316-283-4750,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,"Pinnacle Contracting, Inc.",Saint Louis,Missouri,Construction,24,60,4749000.0,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.pinnaclecontracting.com,'+1 314-783-8000,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Patriot Sunrooms,Kirkwood,Missouri,Construction,23,57,4300000.0,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.homesolutionsbypatriot.com,'+1 314-822-3232,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,PCE Construction,Columbia,Missouri,Construction,20,50,29278000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.pce-mo.com,'+1 573-442-1113,Subtype: gc_with_subs; Revenue $29.3M
HIGH,4.3,Tier 1 — Big Bet,OPIES TRANSPORT INC.,Eldon,Missouri,Transport/Logistics,21,26,24783000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.opiestransport.com,'+1 573-392-6525,Subtype: fleet_and_warehouse; Revenue $24.8M
HIGH,4.3,Tier 1 — Big Bet,Ni-Da Group,Wichita,Kansas,Transport/Logistics,28,35,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.nida.co.za,'+27 34 312 8001,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Baker Landscaping,Imperial,Missouri,Construction,31,54,24905000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.bakerlandscaping.net,'+1 636-282-4140,Subtype: artisan_trade; Revenue $24.9M
HIGH,4.3,Tier 1 — Big Bet,"National Distribution Service, Inc. (NDS)",Chesterfield,Missouri,Transport/Logistics,39,48,27581000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.ndsstl.net,'+1 636-536-6300,Subtype: fleet_and_warehouse; Revenue $27.6M
HIGH,4.3,Tier 1 — Big Bet,Modern Piano Moving,Sullivan,Missouri,Transport/Logistics,28,35,29297000.0,1.0,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.modernpiano.com,'+1 800-737-5600,Subtype: fleet_and_warehouse; Revenue $29.3M
HIGH,4.3,Tier 1 — Big Bet,Medart Marine,Arnold,Missouri,Transport/Logistics,19,23,18758000.0,,$10K-$20K,False,False,5,3.5,5,3.0,http://www.medartmarine.com,'+1 636-282-2300,Subtype: warehouse_only; Revenue $18.8M
HIGH,4.3,Tier 1 — Big Bet,Medart Engine,Arnold,Missouri,Transport/Logistics,48,60,17631000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.medartengine.com,'+1 636-282-2300,Subtype: warehouse_only; Revenue $17.6M
HIGH,4.3,Tier 1 — Big Bet,P&D Electric Inc.,Hannibal,Missouri,Construction,32,80,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.pdelectricinc.com,'+1 573-406-1231,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"O.J. Laughlin Plumbing Company, Inc.",Valley Park,Missouri,Construction,20,35,41917000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.ojlaughlinplumbing.com,'+1 636-225-0992,Subtype: artisan_trade; Revenue $41.9M
HIGH,4.3,Tier 1 — Big Bet,"Northstar Management Company, LLC",St. Louis,Missouri,Construction,31,77,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.northstarmgmt.com,'+1 314-821-3325,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Kozeny-Wagner,Arnold,Missouri,Construction,35,87,75000000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.kozenywagner.com,'+1 636-296-2012,Subtype: gc_with_subs; Revenue $75.0M
HIGH,4.3,Tier 1 — Big Bet,"Koehn Construction Services, LLC",Fredonia,Kansas,Construction,26,65,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.koehncs.com,'+1 620-378-3002,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Klein Construction,Wichita,Kansas,Construction,34,85,,1.0,$25K-$60K,False,False,5,3.5,5,3.0,http://www.kleinconst.com,'+1 316-262-3313,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Kimberling City Plumbing,Reeds Spring,Missouri,Construction,18,45,29301000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.kcp-plumbing.com,'+1 417-272-6000,Subtype: gc_with_subs; Revenue $29.3M
HIGH,4.3,Tier 1 — Big Bet,Keystone Construction Company,Chesterfield,Missouri,Construction,43,107,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.keystone-stl.com,'+1 636-519-7900,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Kennedy Painting LLC,St. Louis,Missouri,Construction,31,77,15226000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.stlouishousepainting.com,'+1 314-952-0156,Subtype: gc_with_subs; Revenue $15.2M
HIGH,4.3,Tier 1 — Big Bet,Northstar Construction Services,Saint Joseph,Missouri,Construction,23,57,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.northstarconstructionservices.com,'+1 417-582-0177,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"STANDARD TRANSPORTATION SERVICES, INC",Joplin,Missouri,Transport/Logistics,42,52,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.standardtransinc.com,'+1 417-782-1990,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,"S&J Potashnick, Inc.",Sikeston,Missouri,Transport/Logistics,30,37,23568000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.sjpti.com,'+1 573-471-9732,Subtype: fleet_and_warehouse; Revenue $23.6M
HIGH,4.3,Tier 1 — Big Bet,Atlas Building Group,Saint Charles,Missouri,Construction,35,87,4275000.0,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.abgbuilds.com,'+1 636-724-0000,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Rollet Brothers Trucking Co,Perryville,Missouri,Transport/Logistics,28,35,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.rolletbros.com,'+1 800-942-5590,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,"Rapid Response, Inc.",Wentzville,Missouri,Transport/Logistics,43,53,12730000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.rapidresponsestl.com,'+1 636-875-5000,Subtype: fleet_and_warehouse; Revenue $12.7M
HIGH,4.3,Tier 1 — Big Bet,"Pioneer Freight Systems, Inc",Joplin,Missouri,Transport/Logistics,23,28,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.pioneerfreight.net,'+1 800-864-5280,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Steelman Transportation,Springfield,Missouri,Transport/Logistics,46,57,3816000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.steelmantransport.com,'+1 800-488-6287,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,St. Louis Transportation,Earth City,Missouri,Transport/Logistics,26,32,4198000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.stlouistransportation.com,'+1 314-344-1975,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,"St. Louis County Cab Company, Inc.",Saint Louis,Missouri,Transport/Logistics,25,31,12442000.0,2.0,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.countycab.com,'+1 314-991-5544,Subtype: fleet_and_warehouse; 2 locations; Revenue $12.4M
HIGH,4.3,Tier 1 — Big Bet,Altman Charter Company,Ballwin,Missouri,Construction,27,67,33672000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.altman-charter.com,'+1 636-207-8670,Subtype: gc_with_subs; Revenue $33.7M
HIGH,4.3,Tier 1 — Big Bet,Southern Illinois Motor Xpress,Scott City,Missouri,Transport/Logistics,29,36,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.simxtrucking.com,'+1 618-497-7220,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Show Me Global Logistics,Springfield,Missouri,Transport/Logistics,20,25,11002000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.showmelogistics.com,'+1 855-729-5800,Subtype: fleet_and_warehouse; Revenue $11.0M
HIGH,4.3,Tier 1 — Big Bet,"Niehaus Building Services, LLC",St. Louis,Missouri,Construction,37,92,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.nbs-stl.com,'+1 314-533-8434,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"Nesbitt Construction, Inc",Springfield,Missouri,Construction,17,42,39313000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.nesbittconstruction.com,'+1 417-866-6199,Subtype: gc_with_subs; Revenue $39.3M
HIGH,4.3,Tier 1 — Big Bet,NSC PVF,St. Louis,Missouri,Construction,26,45,,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.nscpvf.com,'+1 913-218-3953,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,"Lawrence Landscape, Inc.",Lawrence,Kansas,Construction,24,42,9224000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.lawrencelandscape.com,'+1 785-843-4370,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,NAVIGATE Building Solutions,St. Louis,Missouri,Construction,32,80,,,$25K-$60K,False,False,5,3.5,5,3.0,http://www.navigatebuildingsolutions.com,'+1 314-710-3040,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Trans Advantage®,Fenton,Missouri,Transport/Logistics,24,30,32432000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.transadvantage.com,'+1 636-305-5000,Subtype: fleet_and_warehouse; Revenue $32.4M
HIGH,4.3,Tier 1 — Big Bet,Towns End Storage & UHaul,Cabool,Missouri,Transport/Logistics,38,47,,2.0,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.caboolstorage.com,'+1 417-254-0209,Subtype: fleet_and_warehouse; 2 locations
HIGH,4.3,Tier 1 — Big Bet,Topeka Metro,Topeka,Kansas,Transport/Logistics,45,56,6887000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.topekametro.org,'+1 785-783-7000,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,ThunderStone Logistics,Verona,Missouri,Transport/Logistics,27,33,,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.thunderstonelogistics.com,'+1 417-354-8630,Subtype: fleet_and_warehouse
HIGH,4.3,Tier 1 — Big Bet,Terminal Consolidation Company,Kansas City,Missouri,Transport/Logistics,15,18,19139000.0,,$40K-$80K+,False,True,5,4.0,4,3.5,http://www.kcpiggy.com,'+1 816-453-5101,Subtype: fleet_and_warehouse; KC metro; Revenue $19.1M
HIGH,4.3,Tier 1 — Big Bet,TCB Transportation,St. Louis,Missouri,Transport/Logistics,22,27,21587000.0,,$40K-$80K+,False,False,5,3.5,5,3.0,http://www.shiptcb.com,'+1 314-843-6900,Subtype: fleet_and_warehouse; Revenue $21.6M
HIGH,4.3,Tier 1 — Big Bet,Allen Outdoor Solutions,Saint Louis,Missouri,Construction,19,33,,1.0,$20K-$40K,False,False,5,3.5,5,3.0,http://www.allenoutdoorstl.com,'+1 314-647-4800,Subtype: artisan_trade
HIGH,4.3,Tier 1 — Big Bet,"All Seasons Construction, Inc.",Wichita,Kansas,Construction,39,97,5168000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.allseasonsconstruction.com,'+1 316-685-1700,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,"Air Services Heating, Cooling, and All Service Professional Plumbing",Springfield,Missouri,Construction,18,31,17186000.0,,$20K-$40K,False,False,5,3.5,5,3.0,http://www.airservicesheatac.com,'+1 417-866-1460,Subtype: artisan_trade; Revenue $17.2M
HIGH,4.3,Tier 1 — Big Bet,Mid-Tec,Anderson,Missouri,Construction,20,50,100000000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.mid-tec.com,'+1 417-436-2800,Subtype: gc_with_subs; Revenue $100.0M
HIGH,4.3,Tier 1 — Big Bet,"Luke Draily Construction Company, Inc.",Riverside,Missouri,Construction,19,47,5733000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.lukedraily.com,'+1 816-459-8531,Subtype: gc_with_subs
HIGH,4.3,Tier 1 — Big Bet,Little Dixie Construction,Columbia,Missouri,Construction,31,77,10615000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.littledixieconstruction.com,'+1 573-449-7200,Subtype: gc_with_subs; Revenue $10.6M
HIGH,4.3,Tier 1 — Big Bet,"Mechanical Solutions, Inc.",St. Louis,Missouri,Construction,38,95,23825000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.mechanical-solutions.com,'+1 314-342-1480,Subtype: gc_with_subs; Revenue $23.8M
HIGH,4.3,Tier 1 — Big Bet,McKelvey Homes LLC,Town and Country,Missouri,Construction,35,87,42729000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.mckelveyhomes.com,'+1 636-530-6900,Subtype: gc_with_subs; Revenue $42.7M
HIGH,4.3,Tier 1 — Big Bet,"McGrath & Associates, Inc.",St. Louis,Missouri,Construction,48,120,73000000.0,,$30K-$80K+,False,False,5,3.5,5,3.0,http://www.mcgrathconstruction.com,'+1 314-772-7600,Subtype: gc_with_subs; Revenue $73.0M
